100,002559,亚威股份,详细  数据,4460万,2557万,8784万,3.18亿,-,4190万,6159万,1.94亿,-,60.93,1.24亿,12-20,http://data.eastmoney.com/bbsj/zcfz/002559.html
101,300229,拓尔思,详细  数据,8563万,3933万,-,1.54亿,-,735万,222万,3889万,-,25.23,1.15亿,12-20,http://data.eastmoney.com/bbsj/zcfz/300229.html
102,002555,三七互娱,详细  数据,944万,3203万,2709万,2.00亿,-,3257万,3800,1.27亿,-,63.61,7264万,12-17,http://data.eastmoney.com/bbsj/zcfz/002555.html
103,300155,安居宝,详细  数据,1124万,954万,174万,6772万,-,649万,581万,2913万,-,43.02,3859万,12-17,http://data.eastmoney.com/bbsj/zcfz/300155.html
104,300340,科恒股份,详细  数据,586万,8922万,781万,1.42亿,-,6872万,112万,1.06亿,-,74.53,3610万,12-17,http://data.eastmoney.com/bbsj/zcfz/300340.html
105,300203,聚光科技,详细  数据,1728万,4157万,6884万,2.86亿,-,2896万,5746万,1.96亿,-,68.52,8990万,12-17,http://data.eastmoney.com/bbsj/zcfz/300203.html
106,300158,振东制药,详细  数据,3265万,1.26亿,3075万,4.67亿,-,1985万,365万,2.90亿,-,62.20,1.76亿,12-17,http://data.eastmoney.com/bbsj/zcfz/300158.html
107,300156,神雾环保,详细  数据,62.56万,1911万,470万,3436万,-,16.28万,70.00万,244万,-,7.09,3192万,12-17,http://data.eastmoney.com/bbsj/zcfz/300156.html
108,300159,新研股份,详细  数据,2479万,1195万,1423万,6424万,-,662万,448万,2696万,-,41.96,3728万,12-17,http://data.eastmoney.com/bbsj/zcfz/300159.html
109,300157,恒泰艾普,详细  数据,529万,1205万,-,3788万,-,116万,215万,668万,-,17.64,3120万,12-17,http://data.eastmoney.com/bbsj/zcfz/300157.html
110,601126,四方股份,详细  数据,1.43亿,6.16亿,3.28亿,13.56亿,21.6,2.90亿,1.03亿,8.82亿,21.7,65.02,4.74亿,12-16,http://data.eastmoney.com/bbsj/zcfz/601126.html
111,601118,海南橡胶,详细  数据,5.37亿,3971万,6.06亿,65.27亿,-2.96,8173万,3930万,28.92亿,-12.7,44.30,36.35亿,12-16,http://data.eastmoney.com/bbsj/zcfz/601118.html
112,002530,金财互联,详细  数据,6944万,3251万,6566万,3.15亿,-,2557万,6597万,1.90亿,-,60.22,1.25亿,12-14,http://data.eastmoney.com/bbsj/zcfz/002530.html
113,002531,天顺风能,详细  数据,8090万,5430万,3509万,3.34亿,-,2369万,456万,1.95亿,-,58.36,1.39亿,12-14,http://data.eastmoney.com/bbsj/zcfz/002531.html
114,002533,金杯电工,详细  数据,1.41亿,1.45亿,1.18亿,6.14亿,-,3529万,5845万,3.54亿,-,57.74,2.59亿,12-14,http://data.eastmoney.com/bbsj/zcfz/002533.html
115,002532,新界泵业,详细  数据,3160万,3540万,7883万,2.23亿,-,5408万,810万,1.55亿,-,69.33,6852万,12-14,http://data.eastmoney.com/bbsj/zcfz/002532.html
116,300153,科泰电源,详细  数据,2762万,7962万,8573万,2.08亿,-,8446万,1595万,1.42亿,-,68.57,6524万,12-10,http://data.eastmoney.com/bbsj/zcfz/300153.html
117,300193,佳士科技,详细  数据,7626万,1402万,4709万,1.48亿,-,5861万,1410万,7707万,-,52.16,7068万,12-10,http://data.eastmoney.com/bbsj/zcfz/300193.html
118,300216,千山药机,详细  数据,2603万,6814万,2519万,1.87亿,-,1395万,2828万,1.15亿,-,61.56,7190万,12-10,http://data.eastmoney.com/bbsj/zcfz/300216.html
119,300152,科融环境,详细  数据,2332万,8333万,2527万,1.82亿,-,1899万,579万,6969万,-,38.28,1.12亿,12-10,http://data.eastmoney.com/bbsj/zcfz/300152.html
120,300154,瑞凌股份,详细  数据,791万,1160万,673万,4735万,-,880万,649万,2002万,-,42.27,2733万,12-10,http://data.eastmoney.com/bbsj/zcfz/300154.html
121,002528,英飞拓,详细  数据,3851万,6506万,9580万,2.22亿,-,1843万,429万,6582万,-,29.70,1.56亿,12-07,http://data.eastmoney.com/bbsj/zcfz/002528.html
122,002527,新时达,详细  数据,8030万,9718万,7634万,4.20亿,-,5832万,496万,1.69亿,-,40.11,2.52亿,12-07,http://data.eastmoney.com/bbsj/zcfz/002527.html
123,601890,亚星锚链,详细  数据,3.18亿,2.55亿,4.05亿,14.55亿,-,4099万,1.39亿,9.36亿,-,64.30,5.20亿,12-07,http://data.eastmoney.com/bbsj/zcfz/601890.html
124,600926,杭州银行,详细  数据,-,-,-,693亿,21.6,-,-,654亿,21.7,94.46,38.39亿,12-03,http://data.eastmoney.com/bbsj/zcfz/600926.html
125,300151,昌红科技,详细  数据,595万,3017万,1566万,1.38亿,-,2214万,45.33万,8421万,-,60.95,5394万,12-03,http://data.eastmoney.com/bbsj/zcfz/300151.html
126,300149,量子生物,详细  数据,2262万,720万,950万,6779万,-,593万,814万,4353万,-,64.22,2425万,12-03,http://data.eastmoney.com/bbsj/zcfz/300149.html
127,002570,*ST因美,详细  数据,4.56亿,7027万,1.46亿,12.45亿,-,9004万,2.74亿,9.70亿,-,77.93,2.75亿,12-02,http://data.eastmoney.com/bbsj/zcfz/002570.html
128,002524,光正集团,详细  数据,727万,3431万,1069万,9065万,-,1627万,291万,5173万,-,57.07,3892万,11-30,http://data.eastmoney.com/bbsj/zcfz/002524.html
129,002526,山东矿机,详细  数据,1.58亿,1.54亿,2.46亿,9.78亿,-,1.05亿,6951万,6.88亿,-,70.35,2.90亿,11-30,http://data.eastmoney.com/bbsj/zcfz/002526.html
130,300146,汤臣倍健,详细  数据,746万,364万,1505万,4497万,-,821万,211万,2276万,-,50.62,2221万,11-26,http://data.eastmoney.com/bbsj/zcfz/300146.html
131,300148,天舟文化,详细  数据,2843万,475万,74.33万,7263万,-,567万,90.92万,1399万,-,19.26,5865万,11-26,http://data.eastmoney.com/bbsj/zcfz/300148.html
132,300147,香雪制药,详细  数据,4447万,1393万,1982万,5.53亿,-,3926万,2035万,3.62亿,-,65.41,1.91亿,11-26,http://data.eastmoney.com/bbsj/zcfz/300147.html
133,601933,永辉超市,详细  数据,1.84亿,2185万,2.26亿,9.40亿,-,2.12亿,2765万,5.03亿,-,53.50,4.37亿,11-25,http://data.eastmoney.com/bbsj/zcfz/601933.html
134,002520,日发精机,详细  数据,4282万,4764万,4950万,2.54亿,-,4641万,1341万,1.36亿,-,53.71,1.18亿,11-23,http://data.eastmoney.com/bbsj/zcfz/002520.html
135,002523,天桥起重,详细  数据,2955万,1.25亿,1.43亿,4.68亿,97.9,7220万,1.64亿,3.16亿,98.3,67.59,1.52亿,11-23,http://data.eastmoney.com/bbsj/zcfz/002523.html
136,002521,齐峰新材,详细  数据,1.77亿,1.50亿,1.33亿,8.79亿,-,7457万,1788万,7.38亿,-,83.98,1.41亿,11-23,http://data.eastmoney.com/bbsj/zcfz/002521.html
137,002522,浙江众成,详细  数据,2341万,3177万,5578万,2.57亿,-,6279万,434万,1.72亿,-,67.14,8437万,11-23,http://data.eastmoney.com/bbsj/zcfz/002522.html
138,300194,福安药业,详细  数据,622万,1242万,859万,8089万,-,1022万,502万,7258万,-,89.72,831万,11-22,http://data.eastmoney.com/bbsj/zcfz/300194.html
139,300144,宋城演艺,详细  数据,4182万,62.04万,22.33万,3.28亿,-,212万,59.35万,1.98亿,-,60.48,1.30亿,11-19,http://data.eastmoney.com/bbsj/zcfz/300144.html
140,300145,中金环境,详细  数据,3446万,3035万,6411万,3.10亿,-,5940万,224万,1.90亿,-,61.30,1.20亿,11-19,http://data.eastmoney.com/bbsj/zcfz/300145.html
141,300143,星普医科,详细  数据,254万,197万,683万,1.40亿,-,287万,-,6534万,-,46.59,7489万,11-19,http://data.eastmoney.com/bbsj/zcfz/300143.html
142,002516,旷达科技,详细  数据,1.32亿,1.22亿,4925万,7.92亿,-,4251万,132万,4.77亿,-,60.17,3.16亿,11-16,http://data.eastmoney.com/bbsj/zcfz/002516.html
143,002518,科士达,详细  数据,2278万,8750万,6499万,2.85亿,-,1.20亿,600万,1.78亿,-,62.46,1.07亿,11-16,http://data.eastmoney.com/bbsj/zcfz/002518.html
144,002517,恺英网络,详细  数据,1584万,3143万,5041万,2.76亿,-,2336万,2139万,1.84亿,-,66.65,9211万,11-16,http://data.eastmoney.com/bbsj/zcfz/002517.html
145,002519,银河电子,详细  数据,7659万,2.67亿,1.34亿,6.42亿,-,1.92亿,411万,3.42亿,-,53.28,3.00亿,11-16,http://data.eastmoney.com/bbsj/zcfz/002519.html
146,002557,洽洽食品,详细  数据,3.42亿,2301万,5.51亿,12.07亿,-,2.43亿,5461万,8.36亿,-,69.29,3.71亿,11-15,http://data.eastmoney.com/bbsj/zcfz/002557.html
147,300191,潜能恒信,详细  数据,823万,4596万,73.46万,1.27亿,-,-,-,508万,-,4.01,1.22亿,11-12,http://data.eastmoney.com/bbsj/zcfz/300191.html
148,002609,捷顺科技,详细  数据,9069万,2118万,4888万,1.81亿,-,2117万,1401万,6108万,-,33.77,1.20亿,11-12,http://data.eastmoney.com/bbsj/zcfz/002609.html
149,300223,北京君正,详细  数据,904万,11.79万,688万,2861万,-,7.31万,315万,482万,-,16.86,2379万,11-12,http://data.eastmoney.com/bbsj/zcfz/300223.html
150,002702,海欣食品,详细  数据,262万,1737万,5848万,1.51亿,-,4827万,997万,9869万,-,65.30,5244万,11-11,http://data.eastmoney.com/bbsj/zcfz/002702.html
151,002567,唐人神,详细  数据,1.34亿,3517万,2.74亿,10.65亿,-,2.06亿,3859万,7.12亿,-,66.88,3.53亿,11-11,http://data.eastmoney.com/bbsj/zcfz/002567.html
