scode,sname,securitytype,trademarket,latestnoticedate,reportdate,basiceps,cutbasiceps,totaloperatereve,ystz,yshz,parentnetprofit,sjltz,sjlhz,roeweighted,bps,mgjyxjje,xsmll,publishname,assigndscrpt,gxl,securitytypecode,trademarketcode,firstnoticedate
600862,中航高科,A股,上交所主板,2018-08-24T00:00:00,2018-06-30T00:00:00,0.09,-,1391877230,-20.9207,-3.5568,126304857.7,-41.013,59.3481,3.55,2.59144199,-0.208664,28.4523,航天航空,不分配不转增,-,58001001,69001001001,2018-08-24T00:00:00
600400,红豆股份,A股,上交所主板,2018-08-24T00:00:00,2018-06-30T00:00:00,0.04,-,1221652847,-23.5749,-23.7127,107179103.9,-78.4941,30.1025,2.35,1.6897727,-0.071999,26.7502,纺织服装,不分配不转增,-,58001001,69001001001,2018-08-24T00:00:00
600257,大湖股份,A股,上交所主板,2018-08-24T00:00:00,2018-06-30T00:00:00,0.0173,-,413801589.4,2.1936,7.1083,8328786.63,6.6918,-85.3152,0.64,2.68602636,-0.251412,24.5951,农牧饲渔,不分配不转增,-,58001001,69001001001,2018-08-24T00:00:00
2129,中环股份,A股,深交所中小板,2018-08-24T00:00:00,2018-06-30T00:00:00,0.1135,-,6461245301,53.235,30.6131,300045198.8,9.486,40.0945,2.51,4.25890409,0.204388,19.9874,电子元件,不分配不转增,-,58001001,69001002003,2018-08-24T00:00:00
2072,凯瑞德,A股,深交所中小板,2018-08-24T00:00:00,2018-06-30T00:00:00,-0.056,-,52117194.7,2.141,-76.8116,-9779701.56,-458.1032,11.9916,-17.51,0.28960395,0.054244,13.9659,软件服务,不分配不转增,-,58001001,69001002003,2018-08-24T00:00:00
2021,中捷资源,A股,深交所中小板,2018-08-24T00:00:00,2018-06-30T00:00:00,0.04,-,600728818.9,41.9096,-4.4025,27584294.62,162.9888,441.4292,2.9,1.40195539,0.00352,17.3929,机械行业,不分配不转增,-,58001001,69001002003,2018-08-24T00:00:00
300268,佳沃股份,A股,深交所创业板,2018-08-24T00:00:00,2018-06-30T00:00:00,0.0528,-,753151544.9,308587.2378,-28.5959,7080186.36,218.3423,388.6313,3.26,1.64496254,-1.658537,9.0072,农牧饲渔,不分配不转增,-,58001001,69001002002,2018-08-24T00:00:00
300243,瑞丰高材,A股,深交所创业板,2018-08-24T00:00:00,2018-06-30T00:00:00,0.26,-,744174429,37.9049,54.8608,54295173.04,266.4489,107.8559,10.05,2.7406236,-0.007101,23.3137,化工行业,不分配不转增,-,58001001,69001002002,2018-08-24T00:00:00
300333,兆日科技,A股,深交所创业板,2018-08-24T00:00:00,2018-06-30T00:00:00,0.0364,-,108139349.1,6.9221,5.5832,12213946.33,-28.3541,100.6411,1.43,2.46069672,0.020482,58.9408,电子信息,不分配不转增,-,58001001,69001002002,2018-08-24T00:00:00
300327,中颖电子,A股,深交所创业板,2018-08-24T00:00:00,2018-06-30T00:00:00,0.346,-,381913664,22.3099,-4.4125,80147222.04,29.1029,31.2603,9.77,3.32783417,0.190513,42.68,电子元件,不分配不转增,-,58001001,69001002002,2018-08-24T00:00:00
300332,天壕环境,A股,深交所创业板,2018-08-24T00:00:00,2018-06-30T00:00:00,0.0424,-,812864365.3,7.2251,6.2137,37717501.39,128.4761,431.2326,1.08,3.93893994,0.123438,19.8134,环保工程,不分配不转增,-,58001001,69001002002,2018-08-24T00:00:00
601137,博威合金,A股,上交所主板,2018-08-24T00:00:00,2018-06-30T00:00:00,0.26,-,2804069316,3.7256,22.4897,163112056.4,11.3729,43.5241,4.79,5.41554836,0.348988,15.1258,有色金属,不分配不转增,-,58001001,69001001001,2018-08-24T00:00:00
2606,大连电瓷,A股,深交所中小板,2018-08-24T00:00:00,2018-06-30T00:00:00,0.011,-,321119326,-13.7824,-28.2227,4497705.16,-88.4269,-147.5447,0.5,2.18467713,0.079573,24.7857,输配电气,不分配不转增,-,58001001,69001002003,2018-08-24T00:00:00
300151,昌红科技,A股,深交所创业板,2018-08-24T00:00:00,2018-06-30T00:00:00,0.0471,-,303518319.8,13.0082,2.6107,23673855.09,78.5879,45.4216,2.81,1.67746445,0.136831,24.1513,塑胶制品,不分配不转增,-,58001001,69001002002,2018-08-24T00:00:00
2477,雏鹰农牧,A股,深交所中小板,2018-08-24T00:00:00,2018-06-30T00:00:00,-0.1623,-,2450334196,-2.8732,15.7375,-508802401.8,-495.4087,-342.3771,-10.8,1.40415885,0.137904,21.2081,农牧饲渔,不分配不转增,-,58001001,69001002003,2018-08-24T00:00:00
300092,科新机电,A股,深交所创业板,2018-08-24T00:00:00,2018-06-30T00:00:00,0.03,-,225634835.5,64.5082,62.8556,6429395.06,29.7265,97.9453,1.17,2.34504622,-0.013931,17.8937,机械行业,不分配不转增,-,58001001,69001002002,2018-08-24T00:00:00
2641,永高股份,A股,深交所中小板,2018-08-24T00:00:00,2018-06-30T00:00:00,0.07,-,2319365588,18.2368,50.1524,83082000.78,31.5183,903.4944,3.04,2.44313635,0.058714,23.8533,塑胶制品,不分配不转增,-,58001001,69001002003,2018-08-24T00:00:00
2459,天业通联,A股,深交所中小板,2018-08-24T00:00:00,2018-06-30T00:00:00,0.0218,-,181446362.2,60.7945,27.1567,8490603.82,158.821,69.094,0.67,3.26274749,-0.188221,17.3075,机械行业,不分配不转增,-,58001001,69001002003,2018-08-24T00:00:00
2660,茂硕电源,A股,深交所中小板,2018-08-24T00:00:00,2018-06-30T00:00:00,0.0086,-,627135029.8,-22.8106,31.5358,2354383.45,-54.743,251.1141,0.28,2.96031625,-0.160932,16.8488,电子元件,不分配不转增,-,58001001,69001002003,2018-08-24T00:00:00
2877,智能自控,A股,深交所中小板,2018-08-24T00:00:00,2018-06-30T00:00:00,0.11,-,189569770.1,29.8475,45.5798,23834468.78,7.8629,23.3568,4.01,2.88641522,-0.072761,35.1271,仪器仪表,不分配不转增,-,58001001,69001002003,2018-08-24T00:00:00
2900,哈三联,A股,深交所中小板,2018-08-24T00:00:00,2018-06-30T00:00:00,0.46,-,995440227.2,160.6203,10.7106,144432383.1,78.1383,32.6545,7.56,5.95728951,0.593902,84.1528,医药制造,不分配不转增,-,58001001,69001002003,2018-08-24T00:00:00
300609,汇纳科技,A股,深交所创业板,2018-08-24T00:00:00,2018-06-30T00:00:00,0.1405,-,76534654.91,23.6199,116.6039,14181736.82,29.6247,4007.1483,2.96,4.63259366,0.106466,71.0575,电子信息,不分配不转增,-,58001001,69001002002,2018-08-24T00:00:00
300602,飞荣达,A股,深交所创业板,2018-08-24T00:00:00,2018-06-30T00:00:00,0.35,-,551999826.8,16.6976,26.0081,70044647.22,94.1119,18.9403,6.94,5.04271921,0.192753,30.6527,电子元件,不分配不转增,-,58001001,69001002002,2018-08-24T00:00:00
300632,光莆股份,A股,深交所创业板,2018-08-24T00:00:00,2018-06-30T00:00:00,0.2268,-,281346764.9,33.6137,42.5939,34140228.45,25.4332,86.8846,6.32,3.58106968,0.150264,27.3442,电子元件,不分配不转增,-,58001001,69001002002,2018-08-21T00:00:00
603331,百达精工,A股,上交所主板,2018-08-24T00:00:00,2018-06-30T00:00:00,0.32,-,402678255.2,15.9349,8.475,40398284.5,12.402,9.6788,5.84,5.40196812,0.153932,27.3987,家电行业,不分配不转增,-,58001001,69001001001,2018-08-24T00:00:00
603776,永安行,A股,上交所主板,2018-08-24T00:00:00,2018-06-30T00:00:00,0.48,-,423341907.8,-10.7738,34.9943,64541602.26,5.1936,38.4005,3.88,12.18987119,0.670045,29.272,交运设备,不分配不转增,-,58001001,69001001001,2018-08-24T00:00:00
2871,伟隆股份,A股,深交所中小板,2018-08-24T00:00:00,2018-06-30T00:00:00,0.26,-,143125625.6,7.7614,43.3447,30452190.91,5.3566,30.8436,5.4,4.86087789,0.070605,35.6216,机械行业,不分配不转增,-,58001001,69001002003,2018-08-24T00:00:00
2863,今飞凯达,A股,深交所中小板,2018-08-24T00:00:00,2018-06-30T00:00:00,0.09,-,1341647491,16.7739,23.7027,35189848.7,3.1338,45.4215,3.83,2.45049507,-0.730133,16.8058,汽车行业,不分配不转增,-,58001001,69001002003,2018-08-22T00:00:00
603536,惠发股份,A股,上交所主板,2018-08-24T00:00:00,2018-06-30T00:00:00,0.07,-,384887388,15.4143,-1.5731,11132954.93,-33.2826,332.7335,1.74,3.70961958,-0.147689,25.0558,食品饮料,不分配不转增,-,58001001,69001001001,2018-08-24T00:00:00
603803,瑞斯康达,A股,上交所主板,2018-08-24T00:00:00,2018-06-30T00:00:00,0.1,-,1075659597,3.4138,37.7421,41932480.27,-47.6205,-82.966,1.68,5.67546703,-0.307965,43.1769,通讯行业,不分配不转增,-,58001001,69001001001,2018-08-24T00:00:00
603238,诺邦股份,A股,上交所主板,2018-08-24T00:00:00,2018-06-30T00:00:00,0.21,-,420031060.4,76.4805,23.2885,24604972.19,17.1724,87.8829,3.12,6.59869047,0.127357,23.8563,纺织服装,不分配不转增,-,58001001,69001001001,2018-08-24T00:00:00
603089,正裕工业,A股,上交所主板,2018-08-24T00:00:00,2018-06-30T00:00:00,0.2,-,456192902.9,9.1729,27.9177,21114530.11,-53.6701,801.4646,2.97,6.56055016,-0.176565,18.4508,汽车行业,不分配不转增,-,58001001,69001001001,2018-08-24T00:00:00
300576,容大感光,A股,深交所创业板,2018-08-24T00:00:00,2018-06-30T00:00:00,0.16,-,196623125.1,18.1815,14.94,19253776.51,3.0163,21.7037,4.62,3.4566126,0.050581,27.3182,化工行业,不分配不转增,-,58001001,69001002002,2018-08-21T00:00:00
603040,新坐标,A股,上交所主板,2018-08-24T00:00:00,2018-06-30T00:00:00,0.65,-,144314792.7,22.2399,6.5139,50700937.03,15.7128,-6.8634,8.36,7.64643944,0.475405,64.4635,金属制品,不分配不转增,-,58001001,69001001001,2018-08-24T00:00:00
603039,泛微网络,A股,上交所主板,2018-08-24T00:00:00,2018-06-30T00:00:00,0.35,-,400876945.4,41.6641,55.5634,36250571.98,29.8086,58.3992,5.89,6.164373,0.415705,94.893,软件服务,不分配不转增,-,58001001,69001001001,2018-08-24T00:00:00
603811,诚意药业,A股,上交所主板,2018-08-24T00:00:00,2018-06-30T00:00:00,0.53,-,251511928,69.2461,4.4305,45011984.69,49.7997,52.4985,7.31,7.14552886,0.831576,61.8199,医药制造,不分配不转增,-,58001001,69001001001,2018-08-24T00:00:00
601020,华钰矿业,A股,上交所主板,2018-08-24T00:00:00,2018-06-30T00:00:00,0.22,-,576093137.8,102.0531,45.7003,117287764.5,-5.5826,96.4286,6.29,3.55642397,0.301155,40.1278,有色金属,不分配不转增,-,58001001,69001001001,2018-08-24T00:00:00
300566,激智科技,A股,深交所创业板,2018-08-24T00:00:00,2018-06-30T00:00:00,0.21,-,357884140.4,22.8004,2.3494,25602635,5.9834,-21.347,3.94,3.63650016,-0.124843,29.1435,电子元件,不分配不转增,-,58001001,69001002002,2018-08-24T00:00:00
603833,欧派家居,A股,上交所主板,2018-08-24T00:00:00,2018-06-30T00:00:00,1.31,-,4845409013,25.0486,54.1879,550042127.8,32.8315,547.7889,8.46,15.22142194,1.294543,37.2287,木业家具,不分配不转增,-,58001001,69001001001,2018-08-24T00:00:00
603577,汇金通,A股,上交所主板,2018-08-24T00:00:00,2018-06-30T00:00:00,0.1356,-,417244514.4,14.0578,14.062,23724081.02,10.4293,70.8528,2.7,5.0906355,-0.113428,18.3005,金属制品,不分配不转增,-,58001001,69001001001,2018-08-24T00:00:00
300657,弘信电子,A股,深交所创业板,2018-08-24T00:00:00,2018-06-30T00:00:00,0.42,-,1059470397,28.1238,122.3124,43599253,12.1015,437.7184,8.14,5.02083206,-0.325796,8.7925,电子元件,不分配不转增,-,58001001,69001002002,2018-08-24T00:00:00
300750,宁德时代,A股,深交所创业板,2018-08-24T00:00:00,2018-06-30T00:00:00,0.4659,-,9359580668,48.69,52.1682,910954288,-49.7019,20.3848,3.63,14.18630611,0.487161,31.2836,汽车行业,不分配不转增,-,58001001,69001002002,2018-08-24T00:00:00
300739,明阳电路,A股,深交所创业板,2018-08-24T00:00:00,2018-06-30T00:00:00,0.24,-,553889888.3,9.5038,18.8418,42573771.07,-28.0606,203.4093,3.96,6.34407852,0.323021,25.2389,电子元件,不分配不转增,-,58001001,69001002002,2018-08-24T00:00:00
603666,亿嘉和,A股,上交所主板,2018-08-24T00:00:00,2018-06-30T00:00:00,1.1583,-,174498439.1,45.5498,20.3578,60961630.08,54.2786,-21.4494,17.91,12.41872775,-0.122525,63.5774,专用设备,10转4.00派1.40元(含税),0.001490948,58001001,69001001001,2018-08-24T00:00:00
300721,怡达股份,A股,深交所创业板,2018-08-24T00:00:00,2018-06-30T00:00:00,0.286,-,569884525.4,1.0008,9.9729,22924522.75,-25.3807,64.4736,2.66,10.6265895,0.405448,14.5708,化工行业,不分配不转增,-,58001001,69001002002,2018-08-24T00:00:00
603712,七一二,A股,上交所主板,2018-08-24T00:00:00,2018-06-30T00:00:00,0.0721,-,614609495.6,1.4372,89.4692,53271144.14,0.8503,1490.1721,2.74,2.69540484,0.099556,44.6285,通讯行业,不分配不转增,-,58001001,69001001001,2018-08-24T00:00:00
600903,贵州燃气,A股,上交所主板,2018-08-24T00:00:00,2018-06-30T00:00:00,0.15,-,1648527568,27.4061,-18.5284,119602712.9,35.5861,133.7287,5.08,2.87047182,0.253158,20.6037,公用事业,不分配不转增,-,58001001,69001001001,2018-08-24T00:00:00
603848,好太太,A股,上交所主板,2018-08-24T00:00:00,2018-06-30T00:00:00,0.28,-,570467749.7,21.4466,16.6389,110986185.7,55.5787,32.8473,9.7,2.83530594,0.138594,40.8204,金属制品,不分配不转增,-,58001001,69001001001,2018-08-24T00:00:00
2896,中大力德,A股,深交所中小板,2018-08-24T00:00:00,2018-06-30T00:00:00,0.45,-,277967823.4,18.2706,50.1602,36068000.11,25.7658,84.7018,6.59,6.91765348,0.340199,29.9074,机械行业,不分配不转增,-,58001001,69001002003,2018-08-24T00:00:00
601330,绿色动力,A股,上交所主板,2018-08-24T00:00:00,2018-06-30T00:00:00,0.16,-,501331167.9,19.8595,19.4828,168086711.6,15.2431,94.0847,7.26,2.36504307,-0.162868,60.91,电力行业,不分配不转增,-,58001001,69001001001,2018-08-24T00:00:00
2918,蒙娜丽莎,A股,深交所中小板,2018-08-24T00:00:00,2018-06-30T00:00:00,0.56,-,1409900529,13.7078,62.2253,133309533.6,9.4079,87.3471,5.84,9.80788725,-0.095398,34.8989,玻璃陶瓷,不分配不转增,-,58001001,69001002003,2018-08-24T00:00:00
603365,水星家纺,A股,上交所主板,2018-08-24T00:00:00,2018-06-30T00:00:00,0.45,-,1160228087,16.5304,-5.5899,119669950.8,20.8569,-34.9639,5.93,7.58228232,-0.741785,35.87,纺织服装,不分配不转增,-,58001001,69001001001,2018-08-24T00:00:00
603129,春风动力,A股,上交所主板,2018-08-24T00:00:00,2018-06-30T00:00:00,0.53,-,1194753002,44.2404,77.874,72093656.11,18.8649,264.9232,7.76,6.79186374,0.134371,28.5984,交运设备,不分配不转增,-,58001001,69001001001,2018-08-24T00:00:00
603329,上海雅仕,A股,上交所主板,2018-08-24T00:00:00,2018-06-30T00:00:00,0.29,-,719445462,1.2884,-13.842,37804858.08,6.0171,45.2771,5.12,5.49505798,-0.511068,11.3878,交运物流,不分配不转增,-,58001001,69001001001,2018-08-24T00:00:00
603648,畅联股份,A股,上交所主板,2018-08-24T00:00:00,2018-06-30T00:00:00,0.24,-,592445815.7,-0.6442,-9.7015,86683000.36,6.8122,-34.2179,5.46,4.27260548,-0.029737,26.5496,交运物流,不分配不转增,-,58001001,69001001001,2018-08-24T00:00:00
2630,华西能源,A股,深交所中小板,2018-08-23T00:00:00,2018-06-30T00:00:00,0.0726,-,2240040058,8.1343,24.9403,85697562.63,2.3318,262.4949,2.6,2.81262846,-0.022463,19.106,机械行业,不分配不转增,-,58001001,69001002003,2018-08-23T00:00:00
2566,益盛药业,A股,深交所中小板,2018-08-23T00:00:00,2018-06-30T00:00:00,0.1187,-,523472197.6,6.4748,3.4855,39282430.97,33.8168,-7.0305,2.16,5.51636026,0.194508,76.1797,医药制造,不分配不转增,-,58001001,69001002003,2018-08-23T00:00:00
2351,漫步者,A股,深交所中小板,2018-08-23T00:00:00,2018-06-30T00:00:00,0.0717,-,431033080.4,1.3021,20.071,42140585.36,-39.9087,-8.7468,2.35,2.96200027,0.016746,30.3879,电子信息,不分配不转增,-,58001001,69001002003,2018-08-23T00:00:00
2329,皇氏集团,A股,深交所中小板,2018-08-23T00:00:00,2018-06-30T00:00:00,-0.0866,-,999961388.5,1.0015,22.6098,-72577992.52,-181.393,-961.8771,-2.67,3.19026529,-0.123482,28.0092,食品饮料,不分配不转增,-,58001001,69001002003,2018-08-23T00:00:00
2306,*ST云网,A股,深交所风险警示板,2018-08-23T00:00:00,2018-06-30T00:00:00,-0.0134,-,39271943.98,-19.3219,-1.2538,-10716961.08,-26.33,27.209,-108.37,0.00566296,-0.026342,43.3795,旅游酒店,不分配不转增,-,58001001,69001002005,2018-08-23T00:00:00
2524,光正集团,A股,深交所中小板,2018-08-23T00:00:00,2018-06-30T00:00:00,-0.05,-,292714914.2,40.313,39.9356,-23625245.61,31.5444,-4.6081,-3.14,1.55851146,0.166565,16.7712,公用事业,不分配不转增,-,58001001,69001002003,2018-08-23T00:00:00
2435,长江润发,A股,深交所中小板,2018-08-23T00:00:00,2018-06-30T00:00:00,0.2235,-,2167172863,78.372,13.4993,186495723.4,22.3418,36.3292,3.52,6.31089103,0.068296,61.1063,机械行业,不分配不转增,-,58001001,69001002003,2018-08-23T00:00:00
2498,汉缆股份,A股,深交所中小板,2018-08-23T00:00:00,2018-06-30T00:00:00,0.02,-,2500487461,16.4005,11.9433,78238139.64,-50.2279,-5.3811,1.68,1.36882701,-0.116868,17.9283,输配电气,不分配不转增,-,58001001,69001002003,2018-08-23T00:00:00
2444,巨星科技,A股,深交所中小板,2018-08-23T00:00:00,2018-06-30T00:00:00,0.3,-,2197534530,32.6166,48.2652,320250181.2,28.4208,74.8665,5.22,5.84988947,0.083301,28.2083,金属制品,不分配不转增,-,58001001,69001002003,2018-08-23T00:00:00
2526,山东矿机,A股,深交所中小板,2018-08-23T00:00:00,2018-06-30T00:00:00,0.071,-,965565841.4,95.4172,34.5675,74327003.78,396.4503,-3.4374,3.21,2.25433371,0.14154,24.7334,机械行业,10转7.00,-,58001001,69001002003,2018-08-23T00:00:00
2633,申科股份,A股,深交所中小板,2018-08-23T00:00:00,2018-06-30T00:00:00,-0.02,-,67580013.63,-1.9021,68.8682,-3097573.79,-33.5056,118.5011,-0.6,3.45111714,0.100938,25.7517,机械行业,不分配不转增,-,58001001,69001002003,2018-08-23T00:00:00
2449,国星光电,A股,深交所中小板,2018-08-23T00:00:00,2018-06-30T00:00:00,0.364,-,1784341717,11.7176,17.2734,225152397.2,46.4852,80.075,6.94,5.22494439,0.337969,24.7486,电子元件,不分配不转增,-,58001001,69001002003,2018-08-16T00:00:00
2378,章源钨业,A股,深交所中小板,2018-08-23T00:00:00,2018-06-30T00:00:00,0.02,-,942082644.4,-2.5669,-0.3987,17366958.82,236.6284,61.6641,0.88,2.12381964,-0.029252,16.4668,有色金属,不分配不转增,-,58001001,69001002003,2018-08-23T00:00:00
2604,*ST龙力,A股,深交所风险警示板,2018-08-23T00:00:00,2018-06-30T00:00:00,-0.2528,-,511999383.5,-18.991,11.9388,-151539884.7,-348.9636,-616.7302,35.7,-0.83427047,0.234878,19.8587,食品饮料,不分配不转增,-,58001001,69001002005,2018-08-23T00:00:00
2480,新筑股份,A股,深交所中小板,2018-08-23T00:00:00,2018-06-30T00:00:00,0.0384,-,794389933.5,113.8953,6.0585,24961779.63,135.1889,298.207,1.07,3.59053094,-0.457857,19.8681,机械行业,不分配不转增,-,58001001,69001002003,2018-08-23T00:00:00
2418,康盛股份,A股,深交所中小板,2018-08-23T00:00:00,2018-06-30T00:00:00,-0.006,-,1555458976,4.1765,5.2457,-6724131.98,-109.3025,-251.2221,-0.3,1.9380698,-0.316032,11.0888,金属制品,不分配不转增,-,58001001,69001002003,2018-08-23T00:00:00
2276,万马股份,A股,深交所中小板,2018-08-23T00:00:00,2018-06-30T00:00:00,0.04,-,4187948243,30.7337,41.2709,38928117.62,-31.928,337.7751,0.98,3.83701101,0.252671,14.2606,输配电气,不分配不转增,-,58001001,69001002003,2018-08-23T00:00:00
2550,千红制药,A股,深交所中小板,2018-08-23T00:00:00,2018-06-30T00:00:00,0.1283,-,674683968.8,30.5079,-0.4399,163452114.6,13.5098,-5.5884,6.58,1.95163156,-0.042949,46.4143,医疗行业,不分配不转增,-,58001001,69001002003,2018-08-23T00:00:00
2264,新华都,A股,深交所中小板,2018-08-23T00:00:00,2018-06-30T00:00:00,0.01,-,3427328662,0.3013,-15.2303,7014970.38,-83.2282,-175.537,0.43,2.39134092,-0.003104,22.1692,商业百货,不分配不转增,-,58001001,69001002003,2018-08-23T00:00:00
2273,水晶光电,A股,深交所中小板,2018-08-23T00:00:00,2018-06-30T00:00:00,0.3,-,903388491.9,-3.9006,44.2953,256451697.5,66.5637,237.2483,7.13,4.01086442,0.059655,27.0614,电子元件,不分配不转增,-,58001001,69001002003,2018-08-23T00:00:00
2213,特尔佳,A股,深交所中小板,2018-08-23T00:00:00,2018-06-30T00:00:00,0.0107,-,53538201.52,7.4118,93.1659,2203439.46,57.9448,451.1194,0.6,1.78737035,0.119271,36.3576,汽车行业,不分配不转增,-,58001001,69001002003,2018-08-23T00:00:00
2215,诺普信,A股,深交所中小板,2018-08-23T00:00:00,2018-06-30T00:00:00,0.3115,-,2349864670,41.4868,26.8674,284773324.4,21.3234,-22.343,13.68,2.27908151,-0.683335,29.9105,农药兽药,不分配不转增,-,58001001,69001002003,2018-08-23T00:00:00
601139,深圳燃气,A股,上交所主板,2018-08-23T00:00:00,2018-06-30T00:00:00,0.22,-,6170367597,20.2472,0.4416,638394704.2,11.5987,58.8441,7,3.03595776,0.314949,21.7266,公用事业,不分配不转增,-,58001001,69001001001,2018-08-23T00:00:00
300161,华中数控,A股,深交所创业板,2018-08-23T00:00:00,2018-06-30T00:00:00,-0.2834,-,331617825.8,-17.5579,89.0405,-48969909.03,-1690.0848,-110.6325,-4.37,6.34747202,-0.447796,32.5608,机械行业,不分配不转增,-,58001001,69001002002,2018-08-23T00:00:00
2165,红宝丽,A股,深交所中小板,2018-08-23T00:00:00,2018-06-30T00:00:00,0.02,-,1254620610,11.5476,3.7551,10351579.43,-74.4948,148.0524,0.67,2.45763067,0.046638,11.7992,化工行业,不分配不转增,-,58001001,69001002003,2018-08-23T00:00:00
2149,西部材料,A股,深交所中小板,2018-08-23T00:00:00,2018-06-30T00:00:00,0.0544,-,770529818.5,20.2755,79.8248,23146905.81,15.1223,2143.6486,1.3,4.14037176,0.237226,19.0181,材料行业,不分配不转增,-,58001001,69001002003,2018-08-23T00:00:00
2170,芭田股份,A股,深交所中小板,2018-08-23T00:00:00,2018-06-30T00:00:00,0.0045,-,1040574384,25.0776,76.2896,4047480.89,-64.0399,214.8124,0.21,2.16283673,-0.032431,16.1265,化肥行业,不分配不转增,-,58001001,69001002003,2018-08-23T00:00:00
2111,威海广泰,A股,深交所中小板,2018-08-23T00:00:00,2018-06-30T00:00:00,0.33,-,998278700.2,27.8573,59.8081,125686419.6,15.7695,46.6726,4.71,7.03109746,-0.299291,34.2181,机械行业,不分配不转增,-,58001001,69001002003,2018-08-23T00:00:00
2085,万丰奥威,A股,深交所中小板,2018-08-23T00:00:00,2018-06-30T00:00:00,0.25,-,5205813434,5.0565,1.6896,556939679.2,15.7689,46.9794,9.01,2.66559944,0.383655,21.6909,汽车行业,不分配不转增,-,58001001,69001002003,2018-08-23T00:00:00
2172,澳洋健康,A股,深交所中小板,2018-08-23T00:00:00,2018-06-30T00:00:00,0.03,-,2587225092,-0.8647,20.5022,20622624.88,-78.6559,-106.7424,1.42,2.44217773,-0.604021,7.3797,化纤行业,不分配不转增,-,58001001,69001002003,2018-08-23T00:00:00
2461,珠江啤酒,A股,深交所中小板,2018-08-23T00:00:00,2018-06-30T00:00:00,0.07,-,1999030688,9.1534,78.6258,155894039.3,86.2468,673.0276,1.95,3.610812,0.162835,40.1756,酿酒行业,不分配不转增,-,58001001,69001002003,2018-08-21T00:00:00
2062,宏润建设,A股,深交所中小板,2018-08-23T00:00:00,2018-06-30T00:00:00,0.14,-,4081672028,9.131,-7.3196,152729579.3,26.7016,-12.1142,5.42,2.58367749,0.500568,6.5287,工程建设,不分配不转增,-,58001001,69001002003,2018-08-23T00:00:00
2077,大港股份,A股,深交所中小板,2018-08-23T00:00:00,2018-06-30T00:00:00,-0.06,-,587920283.8,-10.5159,-53.9595,-33405990.88,-122.7661,20.5847,-0.87,6.59922045,-0.15133,18.1285,房地产,不分配不转增,-,58001001,69001002003,2018-08-23T00:00:00
2069,獐子岛,A股,深交所中小板,2018-08-23T00:00:00,2018-06-30T00:00:00,0.021,-,1408448175,-6.4352,-2.0564,14646586.88,-52.407,362.7664,4.11,0.51017274,0.332371,16.8997,农牧饲渔,不分配不转增,-,58001001,69001002003,2018-08-23T00:00:00
601808,中海油服,A股,上交所主板,2018-08-23T00:00:00,2018-06-30T00:00:00,-0.08,-,8140007990,14.4257,37.4653,-375004499,2.6573,142.4075,-1.09,7.11841239,-0.177996,3.9356,石油行业,不分配不转增,-,58001001,69001001001,2018-08-23T00:00:00
2265,西仪股份,A股,深交所中小板,2018-08-23T00:00:00,2018-06-30T00:00:00,0.019,-,427285376.2,-8.054,-6.9706,6067384.32,-59.3235,-26.5002,0.62,3.07449917,0.236387,18.4864,机械行业,不分配不转增,-,58001001,69001002003,2018-08-23T00:00:00
2320,海峡股份,A股,深交所中小板,2018-08-23T00:00:00,2018-06-30T00:00:00,0.33,-,630184243.1,14.3365,-16.6146,190164669.2,8.1462,-25.9135,5.27,5.51173318,0.412357,49.904,港口水运,不分配不转增,-,58001001,69001002003,2018-08-23T00:00:00
2059,云南旅游,A股,深交所中小板,2018-08-23T00:00:00,2018-06-30T00:00:00,0.0048,-,773290052.4,47.4758,194.5102,3498919.98,-80.4901,216.757,0.23,2.06223089,0.185909,25.5388,旅游酒店,不分配不转增,-,58001001,69001002003,2018-08-23T00:00:00
2275,桂林三金,A股,深交所中小板,2018-08-23T00:00:00,2018-06-30T00:00:00,0.4574,-,756685264.4,3.6462,18.9473,269936926,6.9189,123.2271,9.82,4.55399664,0.491146,74.8585,医药制造,不分配不转增,-,58001001,69001002003,2018-08-23T00:00:00
601333,广深铁路,A股,上交所主板,2018-08-23T00:00:00,2018-06-30T00:00:00,0.09,-,9527773368,13.2643,-4.6229,654086142,28.576,-53.3586,2.25,4.05481139,0.205447,10.9251,交运物流,不分配不转增,-,58001001,69001001001,2018-08-23T00:00:00
600880,博瑞传播,A股,上交所主板,2018-08-23T00:00:00,2018-06-30T00:00:00,0.02,-,327665759.1,-19.3465,-14.3991,17893414.16,158.6481,-29.0219,0.49,3.3369917,-0.039148,27.0394,文化传媒,不分配不转增,-,58001001,69001001001,2018-08-23T00:00:00
637,茂化实华,A股,深交所主板,2018-08-23T00:00:00,2018-06-30T00:00:00,0.045,-,1979598686,-10.0807,-6.2818,23248640.83,-55.6523,-48.6091,2.55,1.78283605,0.006046,5.0414,石油行业,不分配不转增,-,58001001,69001002001,2018-08-23T00:00:00
629,攀钢钒钛,A股,深交所主板,2018-08-23T00:00:00,2018-06-30T00:00:00,0.1339,-,6771991061,60.2781,12.5602,1150420581,176.6466,45.9563,23.57,0.63563065,0.064203,25.3882,有色金属,不分配不转增,-,58001001,69001002001,2018-08-23T00:00:00
